id,조합상세,사용된 아이템,사용된 챔프,분해된 아이템,조합이름
193,"4 선봉대,3 용의 영혼,3 광신도,2 신비술사","구원,수호 천사,수호 천사,힘의 성배,라바돈의 죽음모자,거인 학살자,정의의 손길,수호 천사,쇼진의 창,수호 천사","트리스타나,파이크,브라움,유미,세주아니,아트록스,올라프,질리언","1연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,4여신의 눈물,1곡궁,1거인의 허리띠,6B.F. 대검,4쇠사슬 조끼",흡수자선지자
194,"4 영혼,4 암살자,2 신비술사,2 선지자,2 선봉대,1 닌자","무한의 대검,정의의 손길,덤불 조끼,침묵의 장막,라바돈의 죽음모자,루덴의 메아리,즈롯 차원문,무한의 대검,거인 학살자","다이애나,잔나,파이크,아칼리,유미,킨드레드,세주아니,아트록스,탈론","4연습용 장갑,3쓸데없이 큰 지팡이,2여신의 눈물,2곡궁,1거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",선봉학살올라프
195,"3 처형자,2 조율자,2 영혼,2 신성,2 신비술사,2 선봉대,1 추방자,1 닌자","지크의 전령,지크의 전령,서풍,덤불 조끼,모렐로노미콘,얼어붙은 심장,거인 학살자,수은,고속 연사포,라바돈의 죽음모자,푸른 파수꾼,푸른 파수꾼","유미,킨드레드,쉔,아트록스,자야,케일,요네,리 신","1연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,5여신의 눈물,3곡궁,4거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",처형자조율자신성
196,"4 처형자,4 귀감,3 나무정령,2 신성,1 황제,1 우두머리,1 닌자","지크의 전령,수호 천사,거인 학살자,정의의 손길,푸른 파수꾼,구인수의 격노검,보석 건틀릿,나무정령 새싹,모렐로노미콘","라칸,케넨,킨드레드,케일,자야,리 신,세트,아지르","2연습용 장갑,3쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,3여신의 눈물,2곡궁,2거인의 허리띠,3B.F. 대검,1쇠사슬 조끼",처형자조율자신성
197,"6 용의 영혼,3 학살자,2 선봉대,2 명사수,1 무모한 자","구원,수호 천사,정의의 손길,루난의 허리케인,강철의 솔라리 펜던트,태양불꽃 망토,태양불꽃 망토,거인의 결의","트리스타나,브라움,세주아니,아우렐리온 솔,올라프,트린다미어,사미라,스웨인","1연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,2여신의 눈물,2곡궁,3거인의 허리띠,1B.F. 대검,5쇠사슬 조끼",처형자나무정령
198,"4 결투가,3 학살자,3 대장군,3 광신도,2 선봉대,1 황제,1 우두머리","루난의 허리케인,수은,죽음의 검,거인 학살자,수호 천사,구원,결투가의 열정,강철의 솔라리 펜던트,강철의 솔라리 펜던트","파이크,다리우스,칼리스타,세주아니,아트록스,트린다미어,리 신,아지르,세트","1연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,1여신의 눈물,3곡궁,1거인의 허리띠,4B.F. 대검,3쇠사슬 조끼",선봉학살올라프
199,"4 신성,3 처형자,2 영혼,2 신비술사,2 귀감,2 결투가,1 황제,1 닌자","지크의 전령,힘의 성배,쇼진의 창,고속 연사포,구인수의 격노검,수은,구인수의 격노검,가고일 돌갑옷,힘의 성배","잭스,유미,킨드레드,쉔,자야,케일,아지르,리 신","1연습용 장갑,2쓸데없이 큰 지팡이,4음전자 망토,3여신의 눈물,4곡궁,1거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",처형자신성
200,"6 결투가,2 조율자,2 신성,1 황제,1 추방자,1 닌자","태양불꽃 망토,수은,정의의 손길,죽음의 검,수호 천사,덤불 조끼,푸른 파수꾼,모렐로노미콘","피오라,잭스,칼리스타,쉔,트린다미어,리 신,아지르,요네","2연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,3여신의 눈물,2거인의 허리띠,3B.F. 대검,4쇠사슬 조끼",귀감
201,"6 선봉대,3 우화,2 신비술사,1 대장장이","용의 발톱,얼어붙은 심장,라바돈의 죽음모자,수호자의 흉갑,거인 학살자,수호 천사,모렐로노미콘,힘의 성배","노틸러스,브라움,니코,세주아니,아트록스,오른,질리언,질리언","3쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,2여신의 눈물,1곡궁,1거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",요술사
202,"3 광신도,2 영혼,2 신비술사,2 명사수,1 황제,1 우두머리","강철의 솔라리 펜던트,힘의 성배,최후의 속삭임,수호 천사,고속 연사포,쇼진의 창,태양불꽃 망토,워모그의 갑옷","티모,유미,시비르,세주아니,아지르,아지르,질리언,세트","1연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,2여신의 눈물,3곡궁,3거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",처형자나무정령
203,"4 조율자,4 신성,3 학살자,3 결투가,2 신비술사,1 추방자,1 무모한 자,1 닌자","루덴의 메아리,강철의 솔라리 펜던트,신성의 검,루난의 허리케인,수호 천사,모렐로노미콘,푸른 파수꾼,용의 발톱","잭스,파이크,이렐리아,쉔,트린다미어,사미라,요네,질리언,리 신","3쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,3여신의 눈물,1곡궁,1거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",귀감
204,"6 결투가,4 신성,3 학살자,2 선지자","강철의 솔라리 펜던트,고속 연사포,수은,신성의 검,모렐로노미콘,정의의 손길,지크의 전령","피오라,잭스,파이크,이렐리아,칼리스타,올라프,트린다미어,리 신","2연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,1여신의 눈물,2곡궁,2거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",영혼시비르
205,"3 학살자,3 용의 영혼,2 선봉대,2 명사수,1 추방자,1 우두머리,1 무모한 자","강철의 솔라리 펜던트,루난의 허리케인,수호 천사,수호자의 흉갑,정의의 손길,무한의 대검,모렐로노미콘,고속 연사포,푸른 파수꾼","트리스타나,아트록스,올라프,트린다미어,세트,요네,사미라,질리언","2연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,3여신의 눈물,3곡궁,1거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",귀감
206,"6 싸움꾼,3 나무정령,1 추방자,1 대장장이","워모그의 갑옷,용의 발톱,마법공학 총검,수호 천사,정의의 손길,정의의 손길","마오카이,바이,누누와 윌럼프,누누와 윌럼프,쉬바나,초가스,오른,요네","2연습용 장갑,1쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,2거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",귀감
207,"3 학살자,3 선봉대,2 결투가,1 추방자,1 무모한 자","수호 천사,죽음의 검,최후의 속삭임,힘의 성배,거인 학살자,결투가의 열정","파이크,브라움,세주아니,세주아니,트린다미어,아트록스,요네,사미라","1연습용 장갑,1음전자 망토,1뒤집개,1여신의 눈물,3곡궁,4B.F. 대검,1쇠사슬 조끼",선봉학살올라프
208,"4 선지자,3 조율자,2 흡수자,2 암살자,2 신성,2 신비술사,1 우두머리,1 닌자","모렐로노미콘,보석 건틀릿,최후의 속삭임,수호 천사,무한의 대검,얼어붙은 심장,최후의 속삭임,정의의 손길","잔나,파이크,이렐리아,모르가나,쉔,탈론,세트,스웨인,리 신","5연습용 장갑,2쓸데없이 큰 지팡이,2여신의 눈물,2곡궁,1거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",처형자나무정령
209,"5 신성,4 광신도,4 결투가,3 학살자,2 명사수,1 무모한 자","서풍,모렐로노미콘,강철의 솔라리 펜던트,즈롯 차원문,정의의 손길,신성의 검,수호 천사,수호 천사,이온 충격기,신성의 검,결투가의 열정","잭스,파이크,시비르,케일,세주아니,트린다미어,리 신,사미라,질리언","1연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,3뒤집개,1여신의 눈물,2곡궁,3거인의 허리띠,4B.F. 대검,3쇠사슬 조끼",선봉학살올라프
210,"3 학살자,3 용의 영혼,2 선봉대,2 결투가,1 추방자","수호 천사,거인 학살자,최후의 속삭임,용의 발톱,수은,수호자의 흉갑,마법공학 총검,모렐로노미콘","파이크,쉬바나,아트록스,올라프,트린다미어,리 신,요네","2연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,2곡궁,1거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",귀감
211,"5 학살자,3 광신도,2 명사수,2 결투가,1 무모한 자,1 닌자","구원,수호 천사,루난의 허리케인,정의의 손길,강철의 솔라리 펜던트,모렐로노미콘,가고일 돌갑옷,용의 발톱,고속 연사포","제드,파이크,시비르,아트록스,올라프,트린다미어,리 신,리 신,사미라","1연습용 장갑,2쓸데없이 큰 지팡이,4음전자 망토,2여신의 눈물,3곡궁,2거인의 허리띠,1B.F. 대검,3쇠사슬 조끼",요술사
212,"4 대장군,3 학살자,3 암살자,3 광신도,2 선봉대,2 명사수,1 황제,1 무모한 자","이온 충격기,수은,마법공학 총검,거인의 결의,가고일 돌갑옷,덫 발톱,이온 충격기,푸른 파수꾼,도적의 장갑,루난의 허리케인,거인 학살자,최후의 속삭임,루난의 허리케인,루난의 허리케인,스태틱의 단검","니달리,파이크,카타리나,세주아니,아트록스,트린다미어,아지르,사미라,질리언","5연습용 장갑,3쓸데없이 큰 지팡이,7음전자 망토,3여신의 눈물,7곡궁,1거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",처형자신성
213,"4 선봉대,4 결투가,3 학살자,2 신성,1 무모한 자,1 대장장이","침묵의 장막,태양불꽃 망토,즈롯 차원문,루덴의 메아리,최후의 속삭임,정의의 손길,수호자의 흉갑,지크의 전령","잭스,파이크,세주아니,아트록스,트린다미어,리 신,사미라,오른","3연습용 장갑,1쓸데없이 큰 지팡이,1뒤집개,2여신의 눈물,2곡궁,3거인의 허리띠,1B.F. 대검,3쇠사슬 조끼",처형자나무정령
214,"6 대장군,2 싸움꾼,2 귀감,1 황제,1 추방자,1 우두머리,1 무모한 자","태양불꽃 망토,고속 연사포,보석 건틀릿,거인 학살자,거인의 결의,수은,침묵의 장막,서풍,대장군의 깃발,가고일 돌갑옷","자르반 4세,바이,카타리나,아트록스,스웨인,아지르,사미라,세트,요네","3연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,4곡궁,3거인의 허리띠,1B.F. 대검,4쇠사슬 조끼",광신도
215,"4 명사수,3 학살자,2 선봉대,1 황제,1 무모한 자","모렐로노미콘,구원,도적의 장갑,피바라기,용의 발톱,루난의 허리케인,최후의 속삭임,루난의 허리케인,무한의 대검,고속 연사포,라바돈의 죽음모자","트리스타나,티모,파이크,트린다미어,세주아니,아트록스,아지르,사미라,사미라","4연습용 장갑,3쓸데없이 큰 지팡이,5음전자 망토,1여신의 눈물,5곡궁,2거인의 허리띠,2B.F. 대검",처형자신성
216,"5 신성,4 조율자,4 결투가,2 처형자,2 영혼,2 신비술사,2 선지자,1 추방자,1 닌자","지크의 전령,지크의 전령,구원,강철의 솔라리 펜던트,강철의 솔라리 펜던트,루난의 허리케인,구인수의 격노검,결투가의 열정,수은,구원,즈롯 차원문,신성의 검","피오라,잭스,유미,이렐리아,킨드레드,쉔,케일,리 신,요네","1연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,2뒤집개,2여신의 눈물,4곡궁,5거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",학살자명사수
217,"7 싸움꾼,3 나무정령","지크의 전령,지크의 전령,고속 연사포,루난의 허리케인,정의의 손길,용의 발톱,거인 학살자,정의의 손길,용의 발톱","마오카이,탐 켄치,바이,쉬바나,누누와 윌럼프,자야,초가스","2연습용 장갑,5음전자 망토,2여신의 눈물,4곡궁,2거인의 허리띠,3B.F. 대검",처형자신성
218,"4 신성,4 결투가,2 처형자,2 조율자,2 영혼,2 신비술사,2 선지자,1 닌자","모렐로노미콘,힘의 성배,강철의 솔라리 펜던트,지크의 전령,푸른 파수꾼,라바돈의 죽음모자,태양불꽃 망토,마법공학 총검,고속 연사포,수은,결투가의 열정,도적의 장갑,구인수의 격노검,수은","잭스,킨드레드,유미,이렐리아,쉔,트린다미어,케일,리 신","4연습용 장갑,6쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,3여신의 눈물,4곡궁,3거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",싸움꾼
219,"4 조율자,4 선지자,2 흡수자,2 암살자,2 신비술사,1 추방자,1 닌자","침묵의 장막,모렐로노미콘,이온 충격기,최후의 속삭임,무한의 대검,정의의 손길,구원","잔나,파이크,이렐리아,모르가나,쉔,탈론,스웨인,요네","4연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,2여신의 눈물,1곡궁,2거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",처형자나무정령
220,"4 명사수,3 용의 영혼,3 광신도,2 영혼,2 신비술사,2 선봉대,1 황제,1 무모한 자","정의의 손길,수은,거인 학살자,지크의 전령,힘의 성배,라바돈의 죽음모자,구원,모렐로노미콘,최후의 속삭임,루난의 허리케인,루난의 허리케인","트리스타나,브라움,티모,시비르,유미,아트록스,사미라,아지르,질리언","3연습용 장갑,3쓸데없이 큰 지팡이,4음전자 망토,3여신의 눈물,4곡궁,3거인의 허리띠,2B.F. 대검",처형자신성
221,"6 싸움꾼,6 나무정령,2 선봉대,2 귀감,1 우두머리,1 대장장이","수호자의 흉갑,푸른 파수꾼,마법공학 총검,용의 발톱,워모그의 갑옷,거인 학살자,루덴의 메아리,보석 건틀릿,정의의 손길,수은,모렐로노미콘","탐 켄치,마오카이,라칸,쉬바나,누누와 윌럼프,자야,초가스,세트,오른","3연습용 장갑,4쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,4여신의 눈물,1곡궁,3거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",싸움꾼
222,"9 대장군,2 선봉대,2 귀감,1 황제,1 추방자","보석 건틀릿,용의 발톱,무한의 대검,수은,정의의 손길,고속 연사포,대장군의 깃발,수호 천사","가렌,니달리,자르반 4세,바이,카타리나,아트록스,트린다미어,아지르,요네","4연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,1여신의 눈물,2곡궁,1거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",싸움꾼
223,"7 요술사,6 나무정령,3 용의 영혼,2 귀감,1 대장장이","수은,거인의 결의,워모그의 갑옷,보석 건틀릿,수호 천사,나무정령 새싹,요술사의 모자,용의 정령,요술사의 모자","라칸,룰루,애니,베이가,아우렐리온 솔,자야,스웨인,오른","2연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,4뒤집개,2여신의 눈물,1곡궁,2거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",귀감
224,"6 귀감,3 나무정령,2 선봉대,1 우두머리,1 대장장이,1 닌자","침묵의 장막,대장군의 깃발,거인의 결의,거인의 결의,루덴의 메아리,가고일 돌갑옷,거인 학살자,용의 발톱,보석 건틀릿","엘리스,라칸,자르반 4세,케넨,아트록스,자야,세트,오른","2연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,1여신의 눈물,3곡궁,1거인의 허리띠,1B.F. 대검,4쇠사슬 조끼",요술사
225,"9 대장군,2 명사수,2 귀감,1 황제,1 무모한 자","정의의 손길,거인의 결의,수호 천사,수호 천사,대장군의 깃발,루난의 허리케인,지크의 전령,보석 건틀릿","가렌,니달리,바이,자르반 4세,카타리나,트린다미어,사미라,아지르","2연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,1여신의 눈물,2곡궁,2거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",선봉학살올라프
226,"4 선봉대,3 학살자,3 용의 영혼,3 광신도,2 결투가,1 추방자","침묵의 장막,태양불꽃 망토,구원,루난의 허리케인,정의의 손길,용의 정령,지크의 전령,용의 발톱,푸른 파수꾼,수호 천사","브라움,파이크,세주아니,아트록스,올라프,트린다미어,요네,질리언,리 신","2연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,4여신의 눈물,1곡궁,3거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",귀감
227,"8 싸움꾼,3 나무정령,1 우두머리,1 대장장이","태양불꽃 망토,라바돈의 죽음모자,정의의 손길,마법공학 총검,루난의 허리케인,수호 천사,루난의 허리케인,수호 천사,라바돈의 죽음모자,얼어붙은 심장,얼어붙은 심장","마오카이,탐 켄치,바이,누누와 윌럼프,쉬바나,초가스,세트,오른","1연습용 장갑,5쓸데없이 큰 지팡이,2음전자 망토,3여신의 눈물,2곡궁,1거인의 허리띠,3B.F. 대검,5쇠사슬 조끼",귀감
