id,조합상세,사용된 아이템,사용된 챔프,분해된 아이템,조합이름
165,"6 용의 영혼,3 학살자,3 요술사,2 선봉대,2 명사수,1 무모한 자,1 대장장이","수호 천사,루난의 허리케인,죽음의 검,수호자의 흉갑,고속 연사포,거인의 결의,요술사의 모자,태양불꽃 망토","브랜드,트리스타나,올라프,트린다미어,아우렐리온 솔,사미라,스웨인,오른","3B.F. 대검,2뒤집개,1거인의 허리띠,4쇠사슬 조끼,4곡궁,1음전자 망토,1여신의 눈물",선봉학살올라프
166,"7 요술사,3 용의 영혼,3 나무정령,2 흡수자,1 우두머리,1 대장장이","수호 천사,마법공학 총검,정의의 손길,마법공학 총검,모렐로노미콘,마법공학 총검,거인의 결의,거인의 결의,요술사의 모자","브랜드,애니,룰루,베이가,모르가나,아우렐리온 솔,세트,스웨인,오른","4B.F. 대검,1뒤집개,1거인의 허리띠,4쓸데없이 큰 지팡이,3쇠사슬 조끼,2곡궁,2여신의 눈물,1연습용 장갑",선봉학살올라프
167,"4 학살자,4 선봉대,3 결투가,1 대장장이","지크의 전령,힘의 성배,루난의 허리케인,죽음의 검,결투가의 열정,수은","브라움,잭스,다리우스,세주아니,아트록스,올라프,트린다미어,오른","3B.F. 대검,1뒤집개,1거인의 허리띠,2곡궁,3음전자 망토,1여신의 눈물,1연습용 장갑",처형자신성
168,"6 용의 영혼,3 학살자,3 요술사,2 명사수,1 무모한 자","푸른 파수꾼,고속 연사포,루난의 허리케인,죽음의 검,루난의 허리케인,태양불꽃 망토,덤불 조끼,정의의 손길,마법공학 총검,덫 발톱","트리스타나,브랜드,애니,쉬바나,아우렐리온 솔,올라프,트린다미어,사미라","3B.F. 대검,2거인의 허리띠,1쓸데없이 큰 지팡이,3쇠사슬 조끼,4곡궁,2음전자 망토,3여신의 눈물,2연습용 장갑",처형자신성
169,"4 신성,3 처형자,3 조율자,2 영혼,2 신비술사,2 귀감,2 결투가,1 황제,1 추방자,1 닌자","구원,정의의 손길,모렐로노미콘,결투가의 열정,수은,고속 연사포,마법공학 총검,태양불꽃 망토","유미,이렐리아,킨드레드,쉔,자야,케일,리 신,아지르,요네","1B.F. 대검,1뒤집개,3거인의 허리띠,2쓸데없이 큰 지팡이,1쇠사슬 조끼,3곡궁,1음전자 망토,2여신의 눈물,2연습용 장갑",영혼시비르
170,"5 신성,3 처형자,3 결투가,2 조율자,2 영혼,2 신비술사,2 귀감,1 황제,1 닌자","구원,침묵의 장막,수은,수은,결투가의 열정,고속 연사포,스태틱의 단검,수은,워모그의 갑옷","잭스,유미,이렐리아,킨드레드,쉔,자야,케일,아지르,리 신","1뒤집개,3거인의 허리띠,1쇠사슬 조끼,4곡궁,3음전자 망토,2여신의 눈물,4연습용 장갑",처형자신성
171,"3 학살자,3 용의 영혼,2 명사수,2 결투가,1 황제,1 추방자,1 무모한 자","수호 천사,정의의 손길,정의의 손길,용의 발톱,정의의 손길,결투가의 열정,죽음의 검,루덴의 메아리","브라움,시비르,올라프,리 신,사미라,스웨인,아지르,요네,질리언","3B.F. 대검,1뒤집개,1쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,2음전자 망토,4여신의 눈물,3연습용 장갑",귀감
172,"4 영혼,2 조율자,2 신비술사,2 명사수,1 황제,1 추방자,1 닌자","지크의 전령,힘의 성배,지크의 전령,수은,죽음의 검,수은,수호 천사,푸른 파수꾼,태양불꽃 망토,라바돈의 죽음모자,이온 충격기,덫 발톱","티모,유미,킨드레드,시비르,세주아니,쉔,리 신,아지르,요네","5B.F. 대검,4거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,4음전자 망토,3여신의 눈물,3연습용 장갑",귀감
173,"8 싸움꾼,3 나무정령,1 우두머리,1 대장장이","라바돈의 죽음모자,루난의 허리케인,용의 발톱,보석 건틀릿,도적의 장갑,워모그의 갑옷,용의 발톱,라바돈의 죽음모자,정의의 손길,마법공학 총검","마오카이,탐 켄치,바이,쉬바나,누누와 윌럼프,초가스,세트,오른","1B.F. 대검,2거인의 허리띠,6쓸데없이 큰 지팡이,1곡궁,5음전자 망토,1여신의 눈물,4연습용 장갑",싸움꾼
174,"4 선봉대,3 학살자,3 용의 영혼,1 대장장이","침묵의 장막,모렐로노미콘,쇼진의 창,지크의 전령,요우무의 유령검,수호 천사,루난의 허리케인,최후의 속삭임,정의의 손길,용의 발톱","트리스타나,브라움,세주아니,아트록스,올라프,올라프,트린다미어,오른","3B.F. 대검,1뒤집개,2거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,3음전자 망토,2여신의 눈물,4연습용 장갑",처형자나무정령
175,"4 선봉대,3 학살자,3 용의 영혼,3 광신도,2 명사수,1 추방자,1 무모한 자,1 대장장이","모렐로노미콘,구인수의 격노검,도적의 장갑,워모그의 갑옷,덤불 조끼,수호자의 흉갑,용의 발톱,워모그의 갑옷,루덴의 메아리,모렐로노미콘,정의의 손길,최후의 속삭임,수호 천사","파이크,시비르,세주아니,아트록스,올라프,스웨인,오른,요네,사미라","1B.F. 대검,1뒤집개,6거인의 허리띠,4쓸데없이 큰 지팡이,4쇠사슬 조끼,2곡궁,2음전자 망토,2여신의 눈물,4연습용 장갑",처형자나무정령
176,"4 선봉대,3 학살자,3 용의 영혼,3 광신도,2 명사수,1 무모한 자","서풍,이온 충격기,모렐로노미콘,보석 건틀릿,수호 천사,루난의 허리케인,워모그의 갑옷,수호 천사,라바돈의 죽음모자","가렌,트리스타나,파이크,브라움,세주아니,아트록스,올라프,사미라","2B.F. 대검,4거인의 허리띠,5쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,3음전자 망토,1연습용 장갑",요술사
177,"6 선봉대,3 학살자,3 용의 영혼,2 명사수,1 무모한 자,1 대장장이","모렐로노미콘,수호 천사,최후의 속삭임,정의의 손길,대장군의 깃발,용의 정령,거인 학살자,수호자의 흉갑","트리스타나,파이크,브라움,세주아니,트린다미어,아트록스,사미라,오른","2B.F. 대검,3뒤집개,2거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,1여신의 눈물,2연습용 장갑",영혼시비르
178,"5 선지자,3 조율자,2 암살자,2 신비술사,1 황제,1 추방자,1 닌자","모렐로노미콘,가고일 돌갑옷,푸른 파수꾼,최후의 속삭임,정의의 손길,수호 천사,워모그의 갑옷","파이크,잔나,이렐리아,모르가나,쉔,탈론,아지르,요네","1B.F. 대검,3거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,1음전자 망토,3여신의 눈물,2연습용 장갑",처형자나무정령
179,"6 용의 영혼,5 요술사,1 황제","피바라기,덫 발톱,무한의 대검,보석 건틀릿,요술사의 모자,거인의 결의,덤불 조끼","브랜드,브라움,애니,베이가,올라프,아우렐리온 솔,스웨인,아지르","2B.F. 대검,1뒤집개,1거인의 허리띠,1쓸데없이 큰 지팡이,3쇠사슬 조끼,1곡궁,1음전자 망토,1여신의 눈물,3연습용 장갑",나무정령
180,"6 용의 영혼,5 요술사,2 흡수자,1 황제","모렐로노미콘,워모그의 갑옷,도적의 장갑,덫 발톱,덫 발톱,모렐로노미콘,수호 천사,보석 건틀릿,무한의 대검,요술사의 모자,가고일 돌갑옷,거인의 결의,쇼진의 창","브랜드,룰루,브라움,애니,모르가나,올라프,아우렐리온 솔,스웨인,아지르","3B.F. 대검,1뒤집개,6거인의 허리띠,3쓸데없이 큰 지팡이,3쇠사슬 조끼,1곡궁,1음전자 망토,2여신의 눈물,6연습용 장갑",나무정령
181,"7 요술사,3 용의 영혼,3 선봉대,3 나무정령,1 대장장이","힘의 성배,최후의 속삭임,마법공학 총검,모렐로노미콘,덤불 조끼,구원,마법공학 총검,수은,보석 건틀릿","브랜드,트위스티드 페이트,브라움,애니,룰루,베이가,세주아니,아우렐리온 솔,오른","2B.F. 대검,2거인의 허리띠,4쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,2음전자 망토,2여신의 눈물,3연습용 장갑",싸움꾼
182,"4 선지자,2 흡수자,2 암살자,2 신성,2 신비술사,2 선봉대,1 우두머리","구원,태양불꽃 망토,모렐로노미콘,워모그의 갑옷,워모그의 갑옷,최후의 속삭임,거인 학살자,용의 발톱,덫 발톱","나서스,잔나,이렐리아,모르가나,세주아니,아트록스,탈론,질리언,세트","1B.F. 대검,8거인의 허리띠,1쓸데없이 큰 지팡이,1쇠사슬 조끼,2곡궁,2음전자 망토,1여신의 눈물,2연습용 장갑",처형자나무정령
183,"4 선지자,2 흡수자,2 암살자,2 신비술사,2 선봉대,1 추방자","라바돈의 죽음모자,쇼진의 창,모렐로노미콘,서풍,가고일 돌갑옷,수호 천사,정의의 손길,푸른 파수꾼,보석 건틀릿","파이크,잔나,유미,모르가나,세주아니,아트록스,탈론,스웨인,요네","2B.F. 대검,2거인의 허리띠,4쓸데없이 큰 지팡이,2쇠사슬 조끼,2음전자 망토,4여신의 눈물,2연습용 장갑",귀감
184,"3 선지자,3 선봉대,2 흡수자,2 암살자,2 신비술사","모렐로노미콘,덤불 조끼,서풍,태양불꽃 망토,무한의 대검,수호 천사,최후의 속삭임,수호자의 흉갑,수은","잔나,모르가나,세주아니,아트록스,탈론,리 신,스웨인,질리언","2B.F. 대검,1뒤집개,3거인의 허리띠,1쓸데없이 큰 지팡이,5쇠사슬 조끼,1곡궁,2음전자 망토,3연습용 장갑",선봉신비우화
185,"8 선봉대,3 우화,1 대장장이","푸른 파수꾼,마법공학 총검,도적의 장갑,수은,라바돈의 죽음모자,모렐로노미콘,수호자의 흉갑,마법공학 총검,구원,푸른 파수꾼,덫 발톱,수호자의 흉갑,강철의 솔라리 펜던트","노틸러스,브라움,니코,세주아니,아트록스,초가스,오른","2B.F. 대검,2뒤집개,3거인의 허리띠,6쓸데없이 큰 지팡이,3쇠사슬 조끼,1음전자 망토,5여신의 눈물,4연습용 장갑",선봉신비우화
186,"4 용의 영혼,4 선봉대,3 학살자,3 요술사,2 명사수,1 무모한 자","가고일 돌갑옷,모렐로노미콘,요술사의 모자,거인의 결의,수호자의 흉갑,수은,루덴의 메아리,정의의 손길,죽음의 검,고속 연사포","트리스타나,브라움,세주아니,아트록스,올라프,아우렐리온 솔,트린다미어,사미라","2B.F. 대검,2뒤집개,1거인의 허리띠,2쓸데없이 큰 지팡이,3쇠사슬 조끼,3곡궁,2음전자 망토,3여신의 눈물,2연습용 장갑",귀감
187,"8 싸움꾼,4 나무정령,1 우두머리,1 대장장이","구원,태양불꽃 망토,정의의 손길,용의 발톱,죽음의 검,마법공학 총검,나무정령 새싹,거인의 결의","마오카이,탐 켄치,바이,누누와 윌럼프,쉬바나,초가스,세트,오른","3B.F. 대검,1뒤집개,2거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,3음전자 망토,2여신의 눈물,1연습용 장갑",귀감
188,"7 요술사,3 용의 영혼,3 나무정령,1 추방자,1 우두머리","용의 정령,수은,거인의 결의,나무정령 새싹,정의의 손길,수호 천사,모렐로노미콘,얼어붙은 심장","브랜드,트위스티드 페이트,룰루,애니,베이가,아우렐리온 솔,세트,요네","1B.F. 대검,2뒤집개,1거인의 허리띠,2쓸데없이 큰 지팡이,3쇠사슬 조끼,1곡궁,2음전자 망토,2여신의 눈물,2연습용 장갑",요술사
189,"6 나무정령,5 요술사,2 싸움꾼,1 우두머리,1 대장장이","즈롯 차원문,거인의 결의,덫 발톱,가고일 돌갑옷,수호 천사,거인 학살자,나무정령 새싹,거인의 결의,마법공학 총검","브랜드,룰루,애니,누누와 윌럼프,베이가,자야,오른,세트","3B.F. 대검,1뒤집개,2거인의 허리띠,1쓸데없이 큰 지팡이,4쇠사슬 조끼,4곡궁,2음전자 망토,1연습용 장갑",광신도
190,"4 선봉대,3 학살자,3 용의 영혼,2 명사수,2 결투가,1 황제,1 무모한 자,1 대장장이","덤불 조끼,태양불꽃 망토,태양불꽃 망토,강철의 솔라리 펜던트,수호 천사,루난의 허리케인,죽음의 검,스태틱의 단검,최후의 속삭임,무한의 대검,결투가의 열정,거인 학살자,구인수의 격노검","트리스타나,브라움,세주아니,아트록스,트린다미어,스웨인,오른,사미라,아지르","5B.F. 대검,1뒤집개,2거인의 허리띠,2쓸데없이 큰 지팡이,6쇠사슬 조끼,6곡궁,1음전자 망토,1여신의 눈물,2연습용 장갑",선봉학살올라프
191,"4 신성,3 처형자,2 영혼,2 신비술사,2 선봉대,2 결투가,1 닌자","신성의 검,피바라기,모렐로노미콘,얼어붙은 심장,구인수의 격노검,수호 천사","잭스,유미,킨드레드,쉔,아트록스,세주아니,케일,리 신","3B.F. 대검,1뒤집개,1거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,1음전자 망토,1여신의 눈물",나무정령
192,"6 광신도,2 선봉대,2 귀감,2 결투가,1 황제,1 추방자","강철의 솔라리 펜던트,용의 발톱,무한의 대검,정의의 손길,구원,워모그의 갑옷,모렐로노미콘,결투가의 열정,워모그의 갑옷","엘리스,파이크,칼리스타,아트록스,세주아니,아지르,질리언,요네","1B.F. 대검,1뒤집개,6거인의 허리띠,2쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,2음전자 망토,2여신의 눈물,2연습용 장갑",처형자나무정령
193,"6 싸움꾼,3 용의 영혼,2 흡수자,1 우두머리","힘의 성배,루난의 허리케인,죽음의 검,정의의 손길,고속 연사포,보석 건틀릿,거인 학살자,거인 학살자,모렐로노미콘,무한의 대검,보석 건틀릿","바이,누누와 윌럼프,쉬바나,초가스,모르가나,아우렐리온 솔,세트,스웨인","5B.F. 대검,1거인의 허리띠,3쓸데없이 큰 지팡이,5곡궁,2음전자 망토,2여신의 눈물,4연습용 장갑",결투가
194,"4 선봉대,3 학살자,3 용의 영혼,1 추방자,1 우두머리,1 무모한 자,1 대장장이","덫 발톱,구원,이온 충격기,즈롯 차원문,루난의 허리케인,수호 천사,모렐로노미콘,서풍,모렐로노미콘,강철의 솔라리 펜던트","브라움,아트록스,올라프,트린다미어,스웨인,사미라,세트,오른,요네","1B.F. 대검,6거인의 허리띠,4쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,3음전자 망토,1여신의 눈물,1연습용 장갑",흡수자신성
195,"6 결투가,3 신성,2 추방자,2 조율자,2 신비술사,2 선지자","무한의 대검,수은,신성의 검,모렐로노미콘,피바라기,결투가의 열정,구원","야스오,잔나,잭스,유미,이렐리아,칼리스타,트린다미어,요네","3B.F. 대검,2뒤집개,2거인의 허리띠,1쓸데없이 큰 지팡이,1곡궁,2음전자 망토,1여신의 눈물,2연습용 장갑",선봉학살올라프
196,"6 대장군,3 학살자,2 선봉대,2 귀감,2 결투가,1 황제","워모그의 갑옷,마법공학 총검,정의의 손길,대장군의 깃발,서풍,거인 학살자,최후의 속삭임,피바라기,모렐로노미콘,보석 건틀릿,덤불 조끼","가렌,니달리,자르반 4세,다리우스,세주아니,트린다미어,아지르,리 신","3B.F. 대검,1뒤집개,5거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,2음전자 망토,1여신의 눈물,3연습용 장갑",영혼시비르
197,"4 선봉대,3 학살자,3 용의 영혼,3 대장군,3 광신도,2 결투가,1 황제","푸른 파수꾼,모렐로노미콘,수호자의 흉갑,거인 학살자,보석 건틀릿,무한의 대검,최후의 속삭임,수호 천사,서풍","바이,브라움,파이크,칼리스타,세주아니,아트록스,올라프,트린다미어,아지르","3B.F. 대검,1뒤집개,2거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,1음전자 망토,2여신의 눈물,3연습용 장갑",나무정령
198,"3 선봉대,3 광신도,2 영혼,2 신비술사,2 명사수","서풍,힘의 성배,정의의 손길,수은,최후의 속삭임,덤불 조끼,수호 천사","브라움,잔나,티모,유미,시비르,세주아니,아트록스","1B.F. 대검,1거인의 허리띠,3쇠사슬 조끼,1곡궁,3음전자 망토,2여신의 눈물,3연습용 장갑",요술사
199,"4 선봉대,3 학살자,3 용의 영혼,2 암살자,1 대장장이","루난의 허리케인,거인 학살자,요우무의 유령검,모렐로노미콘,보석 건틀릿,라바돈의 죽음모자,최후의 속삭임,무한의 대검,수호 천사","브라움,파이크,트린다미어,세주아니,아우렐리온 솔,아트록스,올라프,오른","3B.F. 대검,1뒤집개,1거인의 허리띠,4쓸데없이 큰 지팡이,1쇠사슬 조끼,3곡궁,1음전자 망토,4연습용 장갑",영혼시비르
